ID,Marital Status,Gender,Income,Children,Education,Occupation,Home Owner,Cars,Commute Distance,Region,Age,Purchased Bike,score_venta
20946.0,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,30.0,No,0.0016250000000000001
11451.0,Single,Male,70000.0,0.0,Bachelors,Professional,No,4.0,10+ Miles,Pacific,31.0,Yes,0.0330083804654238
25553.0,Married,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,65.0,Yes,0.804804744676884
27951.0,Single,Male,80000.0,4.0,Partial College,Professional,No,2.0,2-5 Miles,Europe,54.0,Yes,0.9747321428571426
25026.0,Married,Male,20000.0,2.0,Partial High School,Clerical,Yes,3.0,5-10 Miles,Pacific,54.0,No,0.021139880952380955
13673.0,Single,Female,20000.0,2.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,25.0,No,0.03578079741895531
16043.0,Single,Male,10000.0,1.0,Bachelors,Manual,Yes,0.0,0-1 Miles,Europe,48.0,No,0.008095238095238095
22399.0,Single,Male,10000.0,0.0,Partial College,Manual,Yes,1.0,1-2 Miles,Pacific,26.0,Yes,0.9684241522366522
27696.0,Married,Male,60000.0,1.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,43.0,Yes,0.9914857226107228
25313.0,Single,Male,10000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,35.0,No,0.02795059698213723
13813.0,Married,Female,30000.0,3.0,Partial College,Clerical,No,0.0,0-1 Miles,Europe,42.0,No,0.007066849816849816
18711.0,Single,Female,70000.0,5.0,Bachelors,Professional,Yes,4.0,10+ Miles,Pacific,39.0,No,0.019758942811574393
19650.0,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Pacific,67.0,No,0.019540674603174605
14135.0,Married,Male,20000.0,1.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,43.0,No,0.005184398934398934
12833.0,Single,Female,20000.0,3.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,42.0,Yes,0.997650738150738
26849.0,Married,Male,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,0.0057554824561403505
20962.0,Married,Female,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,0.009691558441558442
28915.0,Single,Male,80000.0,5.0,High School,Management,Yes,3.0,10+ Miles,Europe,57.0,No,0.0337761544011544
22830.0,Married,Male,120000.0,4.0,Partial College,Management,Yes,3.0,10+ Miles,Europe,56.0,No,0.020765567765567764
14777.0,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,0.9993212669683258
12591.0,Married,Female,30000.0,4.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,0.16432498506395565
24174.0,Married,Male,20000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Pacific,27.0,Yes,0.9852552447552447
24611.0,Married,Male,90000.0,0.0,Bachelors,Professional,No,4.0,10+ Miles,Pacific,35.0,Yes,0.981258221310853
11340.0,Married,Female,10000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,70.0,Yes,0.2653722191747246
25693.0,Single,Female,30000.0,5.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,Yes,0.9583128399378399
25555.0,Married,Female,10000.0,0.0,Partial College,Manual,No,1.0,0-1 Miles,Pacific,26.0,Yes,0.7059460625159155
22006.0,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,3.0,5-10 Miles,Pacific,46.0,No,0.012472943722943724
20060.0,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,34.0,Yes,0.6801213037693299
17702.0,Married,Male,10000.0,1.0,Graduate Degree,Manual,Yes,0.0,0-1 Miles,Europe,37.0,No,0.020787809412809412
12503.0,Single,Female,30000.0,3.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,27.0,No,0.0021410533910533906
23908.0,Single,Male,30000.0,1.0,Bachelors,Clerical,No,1.0,0-1 Miles,Europe,39.0,Yes,1.0
22527.0,Single,Female,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,29.0,No,0.006065934065934066
19057.0,Married,Female,120000.0,3.0,Bachelors,Management,No,2.0,10+ Miles,Europe,52.0,Yes,0.5199601489197075
18494.0,Married,Male,110000.0,5.0,Bachelors,Management,Yes,4.0,2-5 Miles,Pacific,48.0,Yes,0.6674170527185231
11249.0,Married,Female,130000.0,3.0,Partial College,Professional,Yes,3.0,0-1 Miles,Europe,51.0,Yes,0.9910915750915751
21568.0,Married,Female,100000.0,0.0,High School,Management,Yes,4.0,10+ Miles,Pacific,34.0,Yes,0.8498083101109419
13981.0,Married,Female,10000.0,5.0,High School,Skilled Manual,No,3.0,1-2 Miles,Pacific,62.0,No,0.0252281746031746
23432.0,Single,Male,70000.0,0.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,37.0,Yes,0.5960752049807774
22931.0,Married,Male,100000.0,5.0,Graduate Degree,Management,No,1.0,1-2 Miles,Pacific,77.5,Yes,0.5555221368543736
18172.0,Married,Male,130000.0,4.0,High School,Professional,Yes,3.0,0-1 Miles,Europe,55.0,No,0.012844655344655342
12666.0,Single,Male,60000.0,0.0,Bachelors,Professional,No,4.0,2-5 Miles,Pacific,31.0,No,0.012828622358034123
20598.0,Married,Male,100000.0,3.0,Partial High School,Professional,Yes,0.0,10+ Miles,Europe,59.0,Yes,0.9164906299840507
21375.0,Single,Male,20000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,57.0,No,0.41559659006489824
20839.0,Single,Female,30000.0,3.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,47.0,Yes,0.993189393939394
21738.0,Married,Male,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,0.009151570651570651
14164.0,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,Yes,0.0,0-1 Miles,Europe,36.0,Yes,0.9919538239538238
14193.0,Single,Female,100000.0,3.0,Partial College,Management,Yes,4.0,10+ Miles,Europe,56.0,No,0.017841374269005845
12705.0,Married,Male,130000.0,0.0,Bachelors,Management,Yes,4.0,0-1 Miles,Pacific,37.0,Yes,0.8458351811587108
22672.0,Single,Female,30000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,0.07515284206061058
26219.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,1-2 Miles,Europe,33.0,Yes,0.9853392857142858
28468.0,Married,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,51.0,No,0.006511904761904762
23419.0,Single,Female,70000.0,5.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,39.0,No,0.017653679653679654
17964.0,Married,Male,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,0.9996153846153847
20919.0,Single,Female,30000.0,2.0,Partial College,Clerical,Yes,2.0,0-1 Miles,Europe,42.0,No,0.0019230769230769232
20927.0,Single,Female,20000.0,5.0,High School,Manual,Yes,2.0,0-1 Miles,Europe,27.0,No,0.1572948595736908
13133.0,Single,Male,100000.0,5.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,47.0,Yes,0.7665011720305838
19626.0,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,3.0,5-10 Miles,Pacific,45.0,No,0.012472943722943724
21039.0,Single,Female,50000.0,0.0,Graduate Degree,Skilled Manual,No,0.0,0-1 Miles,Europe,37.0,Yes,0.9944285714285716
12231.0,Single,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,51.0,Yes,0.9867317821067821
25665.0,Single,Female,20000.0,0.0,High School,Manual,No,1.0,1-2 Miles,Europe,28.0,No,0.007761904761904762
24061.0,Married,Male,10000.0,4.0,Partial High School,Manual,Yes,1.0,0-1 Miles,Europe,40.0,Yes,0.9527290556665555
26879.0,Single,Female,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,30.0,No,0.006065934065934066
12284.0,Married,Female,30000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,36.0,Yes,0.9993212669683258
26654.0,Married,Female,90000.0,1.0,Graduate Degree,Management,Yes,0.0,0-1 Miles,Pacific,37.0,Yes,0.9933008658008659
14545.0,Married,Female,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,49.0,No,0.005011904761904762
24201.0,Married,Female,10000.0,2.0,High School,Manual,Yes,0.0,0-1 Miles,Europe,37.0,Yes,0.8323044169882401
20625.0,Married,Male,100000.0,0.0,High School,Management,Yes,3.0,10+ Miles,Pacific,35.0,Yes,0.9782233044733044
16390.0,Single,Male,30000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,0.9991666666666668
14804.0,Single,Female,10000.0,3.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,43.0,No,0.00702532372598162
12629.0,Single,Male,20000.0,1.0,Partial College,Manual,No,0.0,0-1 Miles,Europe,37.0,No,0.23648065129315135
14696.0,Single,Male,10000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,34.0,No,0.017161594318134566
22005.0,Married,Female,70000.0,5.0,Partial College,Skilled Manual,No,3.0,5-10 Miles,Pacific,46.0,No,0.011401515151515152
14544.0,Single,Male,10000.0,1.0,Partial College,Manual,Yes,0.0,0-1 Miles,Europe,49.0,No,0.01005952380952381
14312.0,Married,Female,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,45.0,No,0.03800412087912088
29120.0,Single,Female,100000.0,1.0,Bachelors,Management,Yes,4.0,2-5 Miles,Pacific,48.0,No,0.4107655053280053
24187.0,Single,Female,30000.0,3.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,46.0,Yes,0.9909671717171717
15758.0,Married,Male,130000.0,0.0,Graduate Degree,Management,Yes,0.0,5-10 Miles,Pacific,48.0,No,0.057826818606230374
29094.0,Married,Male,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,54.0,Yes,0.9208814900419423
28319.0,Single,Female,60000.0,1.0,Partial College,Skilled Manual,No,1.0,0-1 Miles,Pacific,46.0,Yes,0.9868436147186148
16406.0,Married,Male,40000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,0.9984879336349926
20923.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,42.0,Yes,0.25540382024908875
11378.0,Single,Female,10000.0,1.0,High School,Manual,No,1.0,2-5 Miles,Europe,46.0,Yes,0.9864645632145632
20851.0,Single,Male,20000.0,0.0,Partial College,Manual,No,1.0,2-5 Miles,Europe,36.0,Yes,0.7752895894954716
21557.0,Single,Female,110000.0,0.0,Partial College,Management,Yes,3.0,10+ Miles,Pacific,32.0,Yes,0.977227813852814
26663.0,Single,Female,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,39.0,Yes,0.9996428571428573
11896.0,Married,Male,100000.0,1.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,36.0,Yes,0.9843376623376624
14189.0,Married,Female,90000.0,4.0,High School,Professional,No,2.0,2-5 Miles,Europe,54.0,Yes,0.6321344516700971
13136.0,Married,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,69.0,No,0.023862103174603175
25906.0,Single,Female,10000.0,5.0,High School,Skilled Manual,No,2.0,1-2 Miles,Pacific,62.0,No,0.033824897324897324
17926.0,Married,Female,60000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Pacific,28.0,Yes,0.9913820346320346
26928.0,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,62.0,Yes,0.9560778665778664
20897.0,Married,Female,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,40.0,No,0.00845887445887446
28207.0,Married,Male,80000.0,4.0,Graduate Degree,Management,Yes,1.0,0-1 Miles,Pacific,36.0,Yes,0.9584875541125539
25923.0,Single,Male,10000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,58.0,No,0.19059297288109203
11000.0,Married,Male,90000.0,2.0,Bachelors,Professional,Yes,0.0,1-2 Miles,Pacific,40.0,Yes,0.99275
20974.0,Married,Male,10000.0,2.0,Bachelors,Clerical,Yes,1.0,0-1 Miles,Europe,66.0,No,0.019617139804639805
28758.0,Married,Male,40000.0,2.0,Partial College,Clerical,Yes,1.0,1-2 Miles,Europe,35.0,Yes,0.9962931839402428
11381.0,Married,Female,20000.0,2.0,Partial College,Manual,Yes,1.0,2-5 Miles,Europe,47.0,Yes,0.7133959908555498
17522.0,Married,Male,120000.0,4.0,Bachelors,Management,Yes,1.0,2-5 Miles,Pacific,47.0,No,0.4197716486944429
21207.0,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,5-10 Miles,Pacific,46.0,No,0.045742216117216114
28102.0,Married,Male,20000.0,4.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,58.0,Yes,0.01051159951159951
23105.0,Single,Male,40000.0,3.0,Partial High School,Clerical,No,2.0,5-10 Miles,Pacific,52.0,Yes,0.9806683859441212
18740.0,Married,Male,80000.0,5.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,47.0,Yes,0.5214217448787879
21213.0,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,5-10 Miles,Pacific,41.0,No,0.3118392097668414
17352.0,Married,Male,50000.0,2.0,Graduate Degree,Management,Yes,1.0,5-10 Miles,Pacific,64.0,Yes,0.9336529124470297
14154.0,Married,Male,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,0.997453135100194
19066.0,Married,Male,130000.0,4.0,Partial College,Professional,No,3.0,10+ Miles,Europe,54.0,No,0.632727832553919
11386.0,Married,Female,30000.0,3.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,45.0,No,0.12594497354024203
20228.0,Married,Male,100000.0,0.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,40.0,Yes,0.9827886002886005
16675.0,Single,Female,130000.0,0.0,Graduate Degree,Management,No,3.0,0-1 Miles,Pacific,47.0,Yes,0.9795376984126983
16410.0,Single,Female,10000.0,4.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,41.0,Yes,0.9337342171717169
27760.0,Single,Female,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,37.0,Yes,0.9991666666666668
22930.0,Married,Male,90000.0,4.0,Bachelors,Professional,Yes,0.0,1-2 Miles,Pacific,38.0,Yes,0.9801349206349205
23780.0,Single,Male,40000.0,2.0,Partial College,Clerical,No,2.0,0-1 Miles,Europe,36.0,Yes,0.9922655122655122
20994.0,Married,Female,20000.0,0.0,Bachelors,Clerical,No,0.0,0-1 Miles,Pacific,26.0,Yes,0.9811729797979797
28379.0,Married,Male,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,40.0,No,0.5614895092652444
14865.0,Single,Male,40000.0,2.0,Partial College,Clerical,Yes,2.0,1-2 Miles,Europe,36.0,No,0.33486935205317564
12663.0,Married,Female,90000.0,5.0,Partial High School,Skilled Manual,Yes,2.0,10+ Miles,Europe,59.0,No,0.020703990453990455
24898.0,Single,Female,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,32.0,No,0.016510697635697638
19508.0,Married,Male,10000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,30.0,No,0.012974240005780253
11489.0,Single,Female,20000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,35.0,Yes,0.8852868034743033
18160.0,Married,Male,130000.0,3.0,High School,Professional,Yes,4.0,5-10 Miles,Europe,51.0,Yes,0.6967793848738119
25241.0,Married,Male,90000.0,2.0,Bachelors,Professional,Yes,1.0,5-10 Miles,Pacific,47.0,No,0.02963793804234981
24369.0,Married,Male,80000.0,5.0,Graduate Degree,Management,No,2.0,0-1 Miles,Pacific,39.0,No,0.02480772005772006
27165.0,Single,Male,20000.0,0.0,Partial High School,Manual,No,2.0,0-1 Miles,Europe,34.0,No,0.025503627285167533
29424.0,Married,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,0-1 Miles,Europe,32.0,No,0.015780100811641058
15926.0,Single,Female,120000.0,3.0,High School,Professional,Yes,4.0,5-10 Miles,Europe,50.0,Yes,0.9925955433455433
14554.0,Married,Male,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,66.0,No,0.045702519099258224
16468.0,Single,Male,30000.0,0.0,Partial College,Clerical,Yes,1.0,2-5 Miles,Europe,30.0,No,0.0034583333333333332
19174.0,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,32.0,Yes,0.5111236972092235
19183.0,Single,Male,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,35.0,No,0.02210368001022026
13683.0,Single,Female,30000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,32.0,No,0.5111236972092235
17848.0,Single,Male,30000.0,0.0,Partial College,Clerical,No,1.0,2-5 Miles,Europe,31.0,Yes,0.16508359145827178
17894.0,Married,Female,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,50.0,Yes,0.996
25651.0,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,No,0.0,0-1 Miles,Europe,43.0,Yes,0.9961408730158731
22936.0,Single,Female,60000.0,1.0,Partial College,Skilled Manual,No,1.0,0-1 Miles,Pacific,45.0,Yes,0.9840658369408369
23915.0,Married,Male,20000.0,2.0,High School,Manual,Yes,2.0,0-1 Miles,Europe,42.0,No,0.0058788798920377874
24121.0,Single,Female,30000.0,0.0,Partial College,Clerical,No,1.0,0-1 Miles,Europe,29.0,Yes,0.9933123543123543
27878.0,Single,Male,20000.0,0.0,Partial College,Manual,No,0.0,0-1 Miles,Pacific,28.0,Yes,0.981376998001998
13572.0,Single,Male,10000.0,3.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,37.0,Yes,0.9895850815850816
27941.0,Married,Female,80000.0,4.0,Partial College,Professional,Yes,2.0,2-5 Miles,Europe,53.0,No,0.0639363365392777
26354.0,Single,Male,40000.0,0.0,Graduate Degree,Clerical,No,0.0,0-1 Miles,Europe,38.0,Yes,0.9991666666666668
14785.0,Single,Male,30000.0,1.0,Bachelors,Clerical,No,1.0,1-2 Miles,Europe,39.0,No,0.00906755744255744
17238.0,Single,Male,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,32.0,No,0.026869081898493664
23608.0,Married,Female,130000.0,3.0,High School,Professional,Yes,3.0,0-1 Miles,Europe,51.0,Yes,0.9879665750915751
22538.0,Single,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,33.0,No,0.03956946422600447
12332.0,Married,Male,90000.0,4.0,High School,Management,Yes,3.0,5-10 Miles,Europe,58.0,Yes,0.9430274958959167
17230.0,Married,Male,80000.0,0.0,Bachelors,Professional,Yes,3.0,10+ Miles,Pacific,30.0,No,0.27165624852873305
13082.0,Single,Male,130000.0,0.0,Graduate Degree,Management,Yes,0.0,2-5 Miles,Pacific,48.0,Yes,0.976390331890332
22518.0,Single,Female,30000.0,3.0,Partial College,Clerical,No,2.0,0-1 Miles,Europe,27.0,Yes,0.01533927183927184
13687.0,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,33.0,Yes,0.9928809523809525
23571.0,Married,Female,40000.0,2.0,Bachelors,Management,Yes,2.0,0-1 Miles,Pacific,66.0,Yes,0.4460201098351253
19305.0,Single,Female,10000.0,2.0,High School,Manual,Yes,1.0,0-1 Miles,Europe,38.0,Yes,0.9908909978909979
22636.0,Single,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,0.9988888888888888
17310.0,Married,Male,60000.0,1.0,Partial College,Skilled Manual,Yes,1.0,0-1 Miles,Pacific,45.0,Yes,0.9889646464646465
12133.0,Married,Female,130000.0,3.0,Partial College,Professional,Yes,3.0,5-10 Miles,Europe,50.0,Yes,0.993091575091575
25918.0,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,60.0,Yes,0.9522089299589298
25752.0,Single,Female,20000.0,2.0,Partial College,Manual,No,1.0,0-1 Miles,Europe,53.0,Yes,0.9962083333333334
17324.0,Married,Female,100000.0,4.0,Bachelors,Professional,Yes,1.0,10+ Miles,Pacific,46.0,No,0.42692112748362726
22918.0,Single,Male,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,43.0,No,0.017725288600288602
12510.0,Married,Male,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,43.0,Yes,0.9996666666666667
25512.0,Single,Male,20000.0,0.0,High School,Manual,No,1.0,2-5 Miles,Europe,30.0,No,0.004637362637362637
16179.0,Single,Female,80000.0,5.0,Bachelors,Professional,Yes,4.0,1-2 Miles,Pacific,38.0,No,0.013535714285714288
15628.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,1.0,0-1 Miles,Europe,77.5,No,0.10869116240040151
20977.0,Married,Male,20000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,64.0,Yes,0.6679839865950967
18140.0,Married,Male,130000.0,3.0,Partial College,Professional,No,3.0,5-10 Miles,Europe,51.0,Yes,0.9922582417582416
20417.0,Married,Male,30000.0,3.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,56.0,No,0.01062720101535891
18267.0,Married,Male,60000.0,3.0,Bachelors,Professional,Yes,2.0,5-10 Miles,Pacific,43.0,No,0.01919334097275274
13620.0,Single,Male,70000.0,0.0,Bachelors,Professional,No,3.0,10+ Miles,Pacific,30.0,Yes,0.2871103707953553
22974.0,Married,Female,30000.0,2.0,Partial College,Clerical,Yes,2.0,5-10 Miles,Pacific,69.0,No,0.023862103174603175
13586.0,Married,Male,80000.0,4.0,Partial College,Professional,Yes,2.0,10+ Miles,Europe,53.0,No,0.006659090909090909
17978.0,Married,Male,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,0.9996153846153847
12581.0,Single,Female,10000.0,0.0,Partial College,Manual,No,1.0,0-1 Miles,Pacific,28.0,Yes,0.985317044067044
18018.0,Single,Male,30000.0,3.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,43.0,No,0.006396520146520146
28957.0,Single,Female,120000.0,2.0,Partial High School,Professional,Yes,4.0,10+ Miles,Pacific,34.0,Yes,0.9778769220545537
13690.0,Single,Female,20000.0,0.0,Partial High School,Manual,No,2.0,1-2 Miles,Europe,34.0,Yes,0.9779038392163392
12568.0,Married,Female,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,64.0,No,0.025481684981684984
13122.0,Married,Female,80000.0,0.0,Bachelors,Professional,Yes,1.0,1-2 Miles,Pacific,41.0,Yes,0.998
21184.0,Single,Male,70000.0,0.0,Bachelors,Professional,No,1.0,5-10 Miles,Pacific,38.0,No,0.11486311401017278
26150.0,Single,Female,70000.0,0.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,41.0,Yes,0.9966428571428572
24151.0,Single,Male,20000.0,1.0,Bachelors,Clerical,No,0.0,0-1 Miles,Europe,51.0,No,0.0729700501792893
23962.0,Married,Female,10000.0,0.0,Partial High School,Manual,Yes,2.0,1-2 Miles,Europe,32.0,No,0.02402527230681256
17793.0,Married,Female,40000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,0.9993212669683258
14926.0,Married,Male,30000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,38.0,Yes,0.9997058823529411
16163.0,Single,Male,60000.0,2.0,Bachelors,Professional,Yes,1.0,2-5 Miles,Pacific,38.0,Yes,0.9926507936507938
21365.0,Married,Female,10000.0,2.0,Partial High School,Clerical,Yes,2.0,5-10 Miles,Pacific,58.0,No,0.013259615384615384
27771.0,Single,Male,30000.0,1.0,Bachelors,Clerical,Yes,1.0,1-2 Miles,Europe,39.0,Yes,0.6415624653124652
26167.0,Single,Female,40000.0,2.0,Bachelors,Management,No,1.0,5-10 Miles,Pacific,53.0,Yes,0.9817044540426894
25792.0,Single,Female,110000.0,3.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,53.0,No,0.01584768740031898
11555.0,Married,Female,40000.0,1.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,77.5,No,0.06109676434676434
22381.0,Married,Male,10000.0,1.0,Graduate Degree,Manual,Yes,0.0,0-1 Miles,Europe,44.0,No,0.010920634920634921
17882.0,Married,Male,20000.0,1.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,44.0,No,0.011386002886002887
22174.0,Married,Male,30000.0,3.0,High School,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,54.0,Yes,0.9208814900419423
22439.0,Married,Female,30000.0,0.0,Bachelors,Clerical,Yes,0.0,0-1 Miles,Europe,37.0,Yes,0.9993212669683258
18012.0,Married,Female,40000.0,1.0,Bachelors,Skilled Manual,Yes,0.0,0-1 Miles,Europe,41.0,No,0.07206391464815379
27582.0,Single,Female,90000.0,2.0,Bachelors,Professional,No,0.0,0-1 Miles,Pacific,36.0,Yes,0.995654761904762
12744.0,Single,Female,40000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,33.0,No,0.180982605026403
22821.0,Married,Female,130000.0,3.0,Partial College,Professional,Yes,4.0,0-1 Miles,Europe,52.0,No,0.030100482850482856
20171.0,Married,Female,20000.0,2.0,Partial College,Manual,Yes,1.0,0-1 Miles,Europe,46.0,Yes,1.0
11116.0,Married,Male,70000.0,5.0,Partial College,Skilled Manual,Yes,2.0,5-10 Miles,Pacific,43.0,No,0.02133116883116883
20053.0,Single,Male,40000.0,2.0,Partial College,Clerical,Yes,0.0,0-1 Miles,Europe,34.0,No,0.03437304362304363
25266.0,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,67.0,No,0.026305506993006992
17960.0,Married,Female,40000.0,0.0,Graduate Degree,Clerical,Yes,0.0,0-1 Miles,Europe,35.0,Yes,0.998901098901099
13961.0,Married,Female,80000.0,5.0,Graduate Degree,Management,Yes,3.0,0-1 Miles,Pacific,40.0,No,0.010730339105339106
11897.0,Single,Male,60000.0,2.0,Bachelors,Professional,No,1.0,0-1 Miles,Pacific,37.0,Yes,0.9990873015873015
11139.0,Single,Female,30000.0,2.0,Partial College,Clerical,No,2.0,5-10 Miles,Pacific,67.0,No,0.026305506993006992
11576.0,Married,Male,30000.0,1.0,Bachelors,Skilled Manual,Yes,2.0,0-1 Miles,Europe,41.0,Yes,0.983356227106227
19255.0,Single,Male,10000.0,2.0,Partial College,Manual,Yes,1.0,0-1 Miles,Europe,51.0,Yes,0.9939103535353536
18153.0,Married,Female,100000.0,2.0,Bachelors,Management,Yes,4.0,10+ Miles,Europe,59.0,No,0.008778242955874536
14547.0,Married,Male,10000.0,2.0,Partial College,Manual,Yes,0.0,1-2 Miles,Europe,51.0,No,0.00989285714285714
24901.0,Single,Male,110000.0,0.0,Partial College,Management,No,3.0,10+ Miles,Pacific,32.0,Yes,0.979102813852814
